;"LECHE Y DERIVADOS";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;"fresas";;95;32;89,9;0,8;0,5;6,9;1,4;0,5;28;27;0,8;30;2;0,03;0,07;0,3;60;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
196;"naranja";"pulpa";60;35;89;0,7;0,1;9;0,7;0,5;19;22;0,4;0;;0,08;0,03;0,3;60;344;;120;306,2;2,4;0,3;31,0;2,4;1,7;65;76;1,4;0;0;0,28;0,10;1,0;206;
197;"naranja";"jugo de";35;25;92,3;0,4;0;6,9;0;0,4;10;15;0,3;0;;0,06;0,02;0,2;50;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
200;"toronja ";"pulpa sin semillas";60;30;90,3;0,7;0,1;7,5;0,9;0,5;27;32;0,5;0;0;0,06;0,02;0,2;40;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
204;"maracuyá";"pulpa sin semillas";;49;85,9;1,5;0,5;11;0,4;0,7;9;21;1,7;1730;173;0,01;0,17;0,8;20;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
205;"uchuva";;;49;85,9;1,5;0,5;11;0,4;0,7;9;21;1,7;1730;173;0,01;0,17;0,8;20;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
207;"mandarina";"pulpa y jugo";70;38;88,8;0,7;0,1;9,5;0,5;0,4;24;19;0,2;1000;100;0,11;0,03;0,3;24;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
208;"tomate de árbol";"pulma sin cáscara";60;30;89,7;1,4;0,1;7;1,1;0,7;6;22;0,4;1000;100;0,05;0,03;1,1;25;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
210;"durazno amarillo";"pulpa con cáscara";85;48;85;1;0,1;12;1;0,9;10;35;0,8;900;90;0,04;0,03;0,5;30;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
"Anexo 1";"durazno enlaltado";;;55;84,1;;;;;;;;;;;;;;;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
211;"banano pacífico";"pulpa madura";65;96;71,2;1,1;0,2;25,2;1,2;1,1;6;22;0,4;900;90;0,04;0,04;0,6;15;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
212;"melón";"pulpa sin semillas";50;11;95,9;0,6;0;2,6;0,4;0,5;5;14;0,3;400;40;0,02;0,02;0,6;23;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
214;"patilla";"pulpa sin semillas";40;12;95,7;0,4;0;3,4;0,3;0,2;4;5;0,3;300;30;0,02;0,01;0,1;7;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
215;"melón pequeño";"pulpa sin semillas";60;16;94,6;0,3;0;4,1;0,5;0,5;13;14;0,2;130;13;0,02;0,01;0,4;22;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
216;"moras";;90;23;93,3;0,6;0,1;5,6;0;0,4;18;14;1,2;0;;0,02;0,04;0,4;15;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
218;"lulo";"jugo de";60;23;92,5;0,6;0,1;5,7;0,3;0,8;8;12;0,6;600;60;0,04;0,04;1,5;25;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
219;"limón";"jugo de";50;26;91,8;0,3;0,3;6,3;1;0,3;13;14;0,4;0;;0,02;0,02;0,1;25;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
223;"uva blanca";"pulpa sin semillas-cáscara";90;31;90,5;0,5;0;8,1;0,5;0,4;6;20;0,4;0;0;0,03;0,01;0,1;5;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
224;"pera";;85;32;88,9;0,2;0,1;8,5;2;0,3;5;11;0,3;0;;0,02;0,01;0,2;9;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
226;"higo";"pulpa sin semillas";50;34;90,3;0,5;0;9;0;0,2;11;11;0,4;0;0;0;0;0,3;15;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
228;"pitahaya";"roja";55;36;89,4;0,5;0,1;9,2;0,3;0,5;6;19;0,4;0;;0,01;0,03;0,2;25;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
230;"uva negra";"pulpa sin semillas-cáscara";90;36;89,2;0,4;0;9,6;0,5;0,3;8;10;0,4;0;;0,03;0,01;0,1;8;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
"Anexo 1";"uvas pasas";;100;285;18;2,5;0,2;76,5;0,9;1,9;62;101;3,5;20;2;0,11;0,08;0,5;1;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
236;"ciruela tierra fría";"pulpa sin semillas";95;41;87,8;0,6;0,1;10,6;0,5;0,4;17;24;0,4;20;2;0,06;0,02;0,4;8;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
237;"coco";"leche o zumo";;357;48,5;3,5;35,8;11,2;0;1;22;101;2,1;0;0;0,1;0,01;0,2;1;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
238;"granadilla";"jugo sin semillas";30;46;86;1,1;0,1;11,6;0,3;0,9;7;30;0,8;0;0;0;0,1;2,1;;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
240;"feijoa";;;46;82,6;0,9;0;11,9;1;3,6;36;16;0,7;0;;0,04;0,04;1;4;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
242;"guanábana";"pulpa sin semillas";70;52;83,4;1,1;0,2;13;1,6;0,7;22;28;0,4;0;0;0,04;0,07;0,9;25;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
243;"piña";"jugo de";;53;85,9;0,3;0,1;13;0,2;0,5;15;8;0,5;80;8;0,05;0,02;0,2;9;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
245;"pitahaya";"amarilla";55;50;85,4;0,4;0,1;13,2;0,5;0,4;10;16;0,3;0;;0,03;0,04;0,2;4;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
246;"piña";"pulpa";55;51;85,1;0,4;0,1;13,5;0,5;0,4;21;10;0,4;0;;0,09;0,03;0,2;12;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
249;"manzana";;85;57;82,7;0,3;0,2;15;1,5;0,3;16;10;0,3;0;;0,05;0,02;0,2;10;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
250;"pomarrosa";;65;60;81,8;0,6;0,2;15,6;1,3;0,5;35;16;0,3;400;40;0,02;0,03;0,7;25;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
252;"mamoncillo";"pulpa sin semillas";35;73;77,4;1;0,2;19;2;0,4;15;20;0,6;70;7;0,03;0,02;0,9;3;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
253;"ciruela com{un";;20;79;76,2;1;0,1;20,8;1;0,9;20;30;0,5;140;14;0,08;0,02;0,5;30;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
"Anexo 1";"ciruelas pasas";;;249;28;2,1;0,6;65,8;1,6;1,9;51;79;3,9;1600;160;0,09;0,17;1,6;3;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
254;"banano";;70;84;74,8;1,2;0,1;22;1;0,9;6;25;0,5;220;22;0,04;0,03;0,7;10;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
256;"cerezas";"pulpa sin semillas-cáscara";50;87;74,1;1,2;0,1;22,8;0,9;0,9;40;30;1;200;20;0,04;0,04;1,5;30;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
263;"aguacate";;60;127;79,7;1,6;13,3;3;1,6;0,8;10;40;0,4;30;3;0,05;0,12;1,4;8;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
264;"coco";"pulpa madura";45;274;53,9;3,6;27;10,2;4,2;1,1;7;80;1,3;0;0;0,05;0,02;0,5;5;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
267;"tamarindo";"pulpa concentrada";45;280;18,4;5,4;0,5;61,3;11,9;2,5;81;86;1,1;0;0;0,2;0,19;2,5;20;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
;"CEREALES Y DERIVADOS";;;;;;;;;;;;;;;;;;;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
269;"arroz";"blanco pulido";100;359;12,2;7,8;0,4;78,8;0,3;0,5;9;140;0,8;0;;0,07;0,03;1,3;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
270;"arroz integral";"grano entero";100;341;11,5;8,6;1;77;0,8;1,1;10;380;2;0;;0,25;0,06;5,3;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
272;"avena nacional";"grano entero aplastado";100;348;11,5;11;6;68,3;1,7;1,5;55;320;8;0;;0,46;0,11;1,2;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
275;"cebada perlada";"grano entero";100;359;11,4;9;0,7;76,8;1;1,1;36;480;1,7;0;0;0,27;0,06;4,8;1;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
276;"maís amarillo de Bogotá";"grano entero";100;324;15,8;7,5;4,1;69,6;1,6;1,4;6;295;2,7;60;6;0,31;0,1;2,3;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
277;"maiz amarillo de Caldas";"grano entero";100;317;16,6;8,3;3,2;68,9;1,6;1,4;9;280;2,1;590;59;0,4;0,1;1,7;1;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
283;"maiz pira";;100;335;12,5;8,7;3,8;71,8;2;1,2;12;245;2,4;0;;0,39;0,1;1,8;1;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
302;"almojábana bogotana";;100;288;41,3;13;12,3;30,1;0,5;2,8;320;330;2,2;0;0;0,08;0,4;0,9;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
303;"almojábana vallecaucana";;100;381;29,1;17,5;14,7;46,1;0,5;4,1;500;340;2,2;0;0;0,04;0,4;0,1;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
"Anexo 1";"buñuelo";"harina de trigo";;327;18,5;10,1;3,2;66,4;0,1;1,7;36;89;2;20;2;0,13;0,09;1,1;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
304;"arepa";"de maíz amarillo";100;140;62,5;7,2;0,5;28,8;0,3;0,7;13;38;3,6;120;12;0,01;0,03;0,8;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
305;"arepa plana delgada";;100;185;54,8;3,8;0,6;40,2;0,5;0,1;3;32;0,8;0;;0,03;0,02;0,2;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
306;"arepa plana semigruesa";;100;146;64,1;3,4;0,3;31,6;0,5;0,1;2;18;0,4;0;;0,02;0,01;0,1;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
307;"arepa redonda";"maiz blanco trillado";100;173;57,5;4,1;0,5;37,3;0,5;0,1;3;25;0,8;0;;0,03;0,01;0,1;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
308;"arepa ";"frita";100;306;44,1;3,4;20,3;31,6;0,5;0,1;2;18;0,4;0;0;0,02;0,01;0,1;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
317;"corn flakes";;100;382;3,6;8,1;0,4;84,4;0,6;2,9;11;58;1,3;0;;0,04;0,1;1,6;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
"etiqueta";"all-bran flakes";"integral + uvas pasas";100;330;;9;2;69;10;;;;;;;;;;;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
320;"Frescavena Quaker";;100;395;3,2;7,2;3,5;82,8;0,7;2,6;410;168;9,1;0;;1,3;0,7;8,3;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
321;"galletas ";"de soda";100;443;6;10,3;21,8;56;1;4,9;238;192;1,1;0;;0,1;0,06;0,5;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
"Anexo 1";"galletas saltinas";;;415;4,3;9;12;71,1;0,4;3,2;21;90;1,2;0;0;0,01;0,04;1;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
322;"galletas waffers";;100;454;4,7;6;19,5;67,8;0,9;1,1;125;50;2,3;31;3;0,15;0,15;1,8;22;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
"Anexo 1";"galletas de dulce";;;425;3;6;12,7;74,9;0,4;3;22;65;0,6;0;0;0,04;0,04;0,5;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
"Medellín 678 ";"galletas integrales";;100;443;2,7;8,8;17,2;68,6;;2,7;50;295;3,1;0;;0,2;0,1;4,5;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
323;"hojaldre";;100;363;10;2,4;2;85,3;0,2;0,1;14;43;2,4;173;17;0,01;0,06;0,3;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
"Medellín 669 ";"croissant";"mantequilla";100;406;23,2;8,2;21;45,8;;1,6;37;105;2;744;186;0,39;0,24;2,2;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
325;"mantecada";;100;387;18,4;7,9;16,3;56;0,6;0,8;88;41;1,5;45;4;0,04;0,12;0,5;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
328;"mezcla";"para pancakes";100;325;12,8;12,8;0,6;68,7;0,8;4,3;560;970;4;0;0;0,39;0,08;0,7;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
329;"mogolla";;100;315;22,3;9,7;4,5;57,7;3,5;2,3;15;62;3;0;;0,28;0,23;0,4;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
330;"mojicón";;100;300;24,5;8,5;1,9;63,9;0,6;0,6;25;66;0,5;0;;0;0,08;0,4;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
331;"pan blanco";;100;337;19,2;9;3,4;66,1;0,6;1,7;30;120;2,4;0;;0,13;0,07;1,3;0;40;;135;7,7;3,6;1,4;26,4;0,2;0,7;12;48;1,0;0;0;0,05;0,03;0,5;0;
332;"pan de bono";;100;347;20;15,8;10,1;49,8;0,9;3,4;450;221;7,3;0;0;0,07;0,45;1;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;1
335;"pan de queso";"maíz y queso";100;280;32,5;10,4;7;45,8;0,8;3,5;214;275;2;25;2;0,14;0,3;0,9;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
336;"pan de yuca bobotano";;100;347;23,5;15,8;12,2;45;0,5;3;550;380;1,2;0;0;0,05;0,52;0,1;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
337;"pan integral";;100;249;35,3;8,1;2;51;1,7;1,9;50;220;4,5;0;;0,2;0,1;1,9;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
338;"pan mogolla";;100;301;23;7,9;1,9;64,4;1;1,8;35;130;2,5;0;0;0,13;0,09;1,3;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
340;"pastas alimenticias";"de semolina";100;350;14,5;10,7;0,4;73,6;0,3;0,5;25;120;3,7;0;0;0,13;0,04;0,7;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
343;"ponqué";;100;356;29,7;5,3;19,3;44,3;0,4;1;91;112;1,1;42;4;0,09;0,06;0,2;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
"Porcion. 103";"chocorramo";"72 g   1 unidad";;268;21,4;3,8;13,9;31,9;0,3;0,7;65;81;0,8;1;;0,06;0,04;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
346;"rosquillas ";"de maíz  ";100;341;19,3;12,1;7,6;58,2;0,9;1,9;33;108;5,1;104;10;0,12;0,18;1;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
347;"tostadas o calados";;100;378;5,6;10,4;3,9;77,5;0,8;1,8;35;139;2,8;0;;0,15;0,08;1,15;0;30;;113;1,7;3,1;1,2;23,3;0,2;0,5;11;42;0,8;0;0;0,05;0,02;0,3;0;
"Medellín 636 ";"salvado de trigo";;100;216;9,9;15,6;4,3;64,5;42,8;5,8;73;1013;10,6;0;;0,52;0,58;13,6;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
;"TUBÉRCULOS Y PLÁTANOS";;;;;;;;;;;;;;;;;;;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
349;"arracacha amarilla";"cabeza sin cáscara";80;100;72,6;0,9;0,1;24,1;1,1;1,2;28;70;0,8;230;23;0,07;0,09;4,8;20;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
350;"aracacha amarilla";"raíces sin cáscara";85;100;72,8;0,9;0,1;24;1;1,2;26;60;0,7;190;19;0,06;0,04;2,8;20;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
358;"papa común";"sin cáscara";80;91;75,4;1,9;0,1;21,1;0,5;1;2;28;1;0;;0,08;0,08;0,9;16;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
359;"papa común";"con cáscara";100;84;76,7;1,9;0,1;19,3;1;1;4;26;1,1;0;;0,08;0,09;1;20;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
"Anexo 1";"papa frita";;100;562;1,8;5,3;39,8;48,4;1,6;3,1;40;139;1,8;0;0;0,21;0,07;4,8;16;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
"Medellin 1154";"papas francesa";;100;342;35,4;4,3;18,4;39,8;0;2,1;14;129;0,8;0;;0,08;0,04;2,9;12;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
360;"papa criolla";"con cáscara";100;83;75,5;2,5;0,1;18,7;2,2;1;7;54;0,6;20;2;0,08;0,06;2,5;15;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
363;"yuca";;80;146;61,8;0,8;0,1;35,5;0,9;0,9;27;35;0,4;10;1;0,04;0,03;0,5;30;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
369;"colí o guineo verde";"pulpa";60;113;67,4;1,7;0,1;29,5;0,4;0,9;4;38;0,3;160;16;0,04;0,02;0,4;15;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
372;"hartón verde";;65;142;59,4;1,2;0,2;37,8;0,5;0,9;4;39;0,5;1060;106;0,06;0,04;0,5;20;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
373;"hartón maduro";;60;137;60,8;1,1;0,2;36,3;0,6;1;5;30;0,5;540;54;0,07;0,03;0,5;15;240;;329;145,9;2,6;0,5;87,1;1,4;2,4;12;72;1,2;1296;130;0,17;0,07;1,2;36;
381;"Maizena";;100;347;13,5;0,6;0,2;85,2;0,4;0,1;8;16;3;0;0;0;0,02;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
;"AZÚCARES Y DULCES";;;;;;;;;;;;;;;;;;;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
382;"arroz de leche";;;66;82;3,3;0,1;13,7;0,2;0,7;92;65;0,4;0;;0,1;0,05;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
383;"azúcar";"sacarosa de caña";100;384;0,5;0;0;99,3;0;0,2;0;0;0,1;0;;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
384;"bocadillo veleño";"jalea de guayaba con azúcar";100;308;20,1;0,3;0,1;79;0;0,5;25;17;1,2;40;4;0,02;0,03;1;80;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
386;"chocolate";"pastilla con azúcar";100;441;3,1;3,8;16,8;74,1;1;1,2;46;150;2,8;20;2;0,05;0,09;0,5;0;15;;66;0,5;0,6;2,5;11,1;0,2;0,2;7;23;0,4;3;0;0,01;0,01;0,1;0;
388;"chocolate";"con azucar y leche";100;438;1,7;7,5;15,8;72,3;1,1;1,6;139;155;2,2;51;9;0,17;0,42;0,5;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
389;"chocolate bolas";"con panela";100;393;6,2;4,2;10,2;75,8;1,7;1,9;37;106;4;0;0;0,06;0,45;2,2;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
391;" gelatina";"polvo con azúcar";100;384;1,6;9,4;0;88,7;0;0,3;0;0;0;0;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
392;"gelatina preparada ";;100;66;83,1;1,6;0;15,2;0,1;0,1;0;0;0;0;;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
394;"manjar blanco";"comercial";;322;15,9;6,1;0,3;75,7;0;2;190;191;0,4;10;2;0,03;0,3;2,2;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
395;"manjar del Valle";;;354;16,4;7,1;7,3;67;0;2,2;242;201;0,5;12;3;0,05;0,35;0,4;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
"Anexo 1";"arequipe";;;369;15,9;9,3;9,7;63,1;0;2;314;262;0,2;495;139;0,06;0,45;0,2;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
397;"mermelada";;100;276;28;0,5;0,3;70,5;0,6;0,4;12;12;0,3;0;;0,02;0,02;0,2;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
398;"miel de abejas";;100;312;19,3;0,6;0,2;79,8;0;0,1;25;10;0,8;0;0;0;0,04;0,3;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
400;"panela";;100;312;12,3;0,5;0,1;86;0;1,1;80;60;2,4;0;;0,02;0,07;0,3;3;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
402;"panelita de leche de vaca";;;349;10,6;2,9;1,8;83;0,3;1,4;134;80;0,8;21;6;0;0,23;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
"Anexo 1";"caramelos duros";;100;383;1;0;0;99;0;0;0;0;0;0;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
"Anexo 1";"compota de manzana";;;92;75,7;0,2;0,1;23,3;0,5;0,2;4;5;0,5;40;4;0,02;0,01;0;1;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
"Anexo 1";"chocolatina";;100;395;7,6;4;10,2;76,5;0,2;1,5;148;122;1,4;10;1;0,03;0,17;0,2;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
;"ACEITES Y GRASAS";;;;;;;;;;;;;;;;;;;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
